date,cases_diff,daily_cases,total_cases,daily_doses,total_doses,lockdown_level,hospitalised,icu,vent,daily_deaths,deaths,pcr_tests,temp_celc,schools_closed,restaurants_closed,home_gatherings,outdoor_gatherings,masks_mandate,international_travel,,,,,
01/25/2020,0,3,3,0,0,0,0,0,0,0,0,0,29,0,0,500,1000,0,0,,,,,
01/27/2020,-2,1,4,0,0,0,0,0,0,0,0,0,27,0,0,500,1000,0,0,,,,,
3/1/2020,1,2,6,0,0,1,0,0,0,0,0,1000,24,0,0,500,1000,0,0,,,,,
3/2/2020,1,3,9,0,0,1,0,0,0,0,0,2000,26,0,0,500,1000,0,0,,,,,
3/3/2020,3,6,15,0,0,1,0,0,0,1,1,3000,21,0,0,500,1000,0,0,,,,,
3/4/2020,0,6,21,0,0,1,0,0,0,0,1,4000,22,0,0,500,1000,0,0,,,,,
3/5/2020,-2,4,25,0,0,1,0,0,0,0,1,5000,22,0,0,500,1000,0,0,,,,,
3/6/2020,3,7,32,0,0,1,0,0,0,0,1,6000,23,0,0,500,1000,0,0,,,,,
3/7/2020,-6,1,33,0,0,1,0,0,0,0,1,6796,21,0,0,500,1000,0,0,,,,,
3/8/2020,6,7,40,0,0,1,0,0,0,1,2,7216,19,0,0,500,1000,0,0,,,,,
3/9/2020,6,13,53,0,0,1,0,0,0,0,2,8371,19,0,0,500,1000,0,0,,,,,
3/10/2020,-7,6,59,0,0,1,0,0,0,0,2,10165,20,0,0,500,1000,0,0,,,,,
3/11/2020,10,16,75,0,0,1,0,0,0,0,2,10221,20,0,0,500,1000,0,0,,,,,
3/12/2020,-2,14,89,0,0,1,0,0,0,0,2,14856,21,0,0,500,1000,0,0,,,,,
03/13/2020,5,19,108,0,0,1,0,0,0,0,2,16685,21,0,0,500,1000,0,0,,,,,
03/14/2020,1,20,128,0,0,1,0,0,0,1,3,20496,17,0,0,500,1000,0,0,,,,,
03/15/2020,16,36,164,0,0,1,0,0,0,0,3,22567,18,0,0,500,1000,0,0,,,,,
03/16/2020,-7,29,193,0,0,1,0,0,0,0,3,26964,18,0,0,500,500,0,0,,,,,
03/17/2020,35,64,257,0,0,1,0,0,0,1,4,30244,19,0,0,500,500,0,0,,,,,
03/18/2020,-19,45,302,0,0,1,0,0,0,0,4,35800,20,0,0,500,500,0,0,,,,,
03/19/2020,11,56,358,0,0,1,5,0,0,0,4,39089,23,0,0,500,500,0,0,,,,,
03/20/2020,30,86,444,0,0,1,5,0,0,1,5,40651,26,0,0,500,500,0,1,,,,,
03/21/2020,36,122,566,0,0,1,6,0,0,0,5,46892,21,0,0,500,500,0,1,,,,,
03/22/2020,-1,121,687,0,0,1,6,0,0,0,5,52663,23,0,0,500,500,0,1,,,,,
03/23/2020,54,175,862,0,0,1,0,0,0,0,5,56941,20,1,1,20,500,0,1,,,,,
03/24/2020,14,189,1051,0,0,1,12,8,0,1,6,61848,20,1,1,20,500,0,1,,,,,
03/25/2020,14,203,1254,0,0,1,10,4,0,0,6,68177,21,1,1,20,500,0,1,,,,,
03/26/2020,-22,181,1435,0,0,1,16,10,0,0,6,74006,19,1,1,20,500,0,1,,,,,
03/27/2020,30,211,1646,0,0,1,19,9,0,0,6,77689,20,1,1,20,500,0,1,,,,,
03/28/2020,-70,141,1787,0,0,1,22,11,0,1,7,86524,19,1,1,20,500,0,1,,,,,
03/29/2020,-22,119,1906,0,0,1,24,12,0,0,7,93099,21,1,1,20,500,0,1,,,,,
03/30/2020,-34,85,1991,0,0,1,26,13,0,0,7,96446,22,1,1,20,500,0,1,,,,,
03/31/2020,33,118,2109,0,0,2,35,16,0,0,7,99951,22,1,1,0,10,0,1,,,,,
4/1/2020,-5,113,2222,0,0,2,42,22,0,2,9,105543,22,1,1,0,10,0,1,,,,,
4/2/2020,-24,89,2311,0,0,2,43,20,0,0,9,110537,22,1,1,0,10,0,1,,,,,
4/3/2020,12,101,2412,0,0,2,42,22,0,2,11,114455,21,1,1,0,10,0,1,,,,,
4/4/2020,-32,69,2481,0,0,2,53,19,9,0,11,117633,22,1,1,0,10,0,1,,,,,
4/5/2020,-17,52,2533,0,0,2,118,39,23,4,15,121433,19,1,1,0,10,0,1,,,,,
4/6/2020,-20,32,2565,0,0,2,250,40,20,3,18,124038,18,1,1,0,10,0,1,,,,,
4/7/2020,6,38,2603,0,0,2,103,37,24,2,20,126146,18,1,1,0,10,0,1,,,,,
4/8/2020,5,43,2646,0,0,2,92,36,22,0,20,129091,18,1,1,0,10,0,1,,,,,i
4/9/2020,-7,36,2682,0,0,2,88,31,21,0,20,132997,19,1,1,0,10,0,1,,,,,
4/10/2020,-12,24,2706,0,0,2,83,29,23,1,21,137441,19,1,1,0,10,0,1,,,,,
4/11/2020,-9,15,2721,0,0,2,78,30,23,1,22,140947,19,1,1,0,10,0,1,,,,,
4/12/2020,-8,7,2728,0,0,2,78,30,21,1,23,141777,16,1,1,0,10,0,1,,,,,
04/13/2020,-2,5,2733,0,0,2,77,30,21,2,25,144380,17,1,1,0,10,0,1,,,,,
04/14/2020,16,21,2754,0,0,2,80,32,19,0,25,145809,18,1,1,0,10,0,1,,,,,
04/15/2020,-1,20,2774,0,0,2,73,29,18,0,25,147114,20,1,1,0,10,0,1,,,,,
04/16/2020,2,22,2796,0,0,2,64,26,19,0,25,150314,23,1,1,0,10,0,1,,,,,
04/17/2020,-8,14,2810,0,0,2,63,26,19,0,25,155302,22,1,1,0,10,0,1,,,,,
04/18/2020,3,17,2827,0,0,2,57,25,18,1,26,160454,18,1,1,0,10,0,1,,,,,
04/19/2020,-10,7,2834,0,0,2,57,21,17,1,27,165137,17,1,1,0,10,0,1,,,,,
04/20/2020,-5,2,2836,0,0,2,53,22,15,1,28,168626,17,1,1,0,10,0,1,,,,,
04/21/2020,4,6,2842,0,0,2,55,21,17,1,29,171128,19,1,1,0,10,0,1,,,,,
04/22/2020,-3,3,2845,0,0,2,50,20,16,2,31,175419,19,1,1,0,10,0,1,,,,,
04/23/2020,5,8,2853,0,0,2,47,21,15,1,32,181064,19,1,1,0,10,0,1,,,,,
04/24/2020,6,14,2867,0,0,2,43,19,15,1,33,188416,21,1,1,0,10,0,1,,,,,
04/25/2020,-11,3,2870,0,0,2,39,19,15,1,34,193256,20,1,1,0,10,0,1,,,,,
04/26/2020,-2,1,2871,0,0,2,37,19,15,0,34,198715,21,1,1,0,10,0,1,,,,,
04/27/2020,4,5,2876,0,0,2,35,19,15,1,35,203133,19,1,1,0,10,0,1,,,,,
04/28/2020,5,10,2886,0,0,2,34,19,15,5,40,207245,21,1,1,0,10,0,1,,,,,
04/29/2020,-7,3,2889,0,0,2,28,17,14,1,41,212659,21,1,1,0,10,0,1,,,,,
04/30/2020,11,14,2903,0,0,2,27,15,13,0,41,220046,16,1,1,0,10,0,1,,,,,
5/1/2020,-12,2,2905,0,0,2,27,14,12,1,42,227084,14,1,1,0,10,0,1,,,,,
5/2/2020,0,2,2907,0,0,2,28,14,12,0,42,235894,15,1,1,0,10,0,1,,,,,
5/3/2020,-1,1,2908,0,0,2,27,14,11,1,43,243128,14,1,1,0,10,0,1,,,,,
5/4/2020,3,4,2912,0,0,2,27,14,10,1,44,248699,14,1,1,0,10,0,1,,,,,
5/5/2020,0,4,2916,0,0,2,25,13,11,1,45,253995,15,1,1,0,10,0,1,,,,,
5/6/2020,-1,3,2919,0,0,2,25,13,9,0,45,261251,16,1,1,0,10,0,1,,,,,
5/7/2020,-1,2,2921,0,0,2,24,10,8,0,45,271796,17,1,1,0,10,0,1,,,,,
5/8/2020,2,4,2925,0,0,2,23,10,8,0,45,281257,21,1,1,0,10,0,1,,,,,
5/9/2020,-3,1,2926,0,0,2,20,8,7,0,45,294949,21,1,1,0,10,0,1,,,,,
5/12/2020,4,5,2931,0,0,2,19,8,8,0,45,315770,14,1,1,0,10,0,1,,,,,
05/13/2020,-2,3,2934,0,0,2,22,7,7,1,46,323887,14,1,1,0,10,0,1,,,,,
05/14/2020,0,3,2937,0,0,2,23,8,6,0,46,333634,14,1,1,0,10,0,1,,,,,
05/18/2020,-2,1,2938,0,0,2,22,6,2,1,47,371881,15,1,0,5,10,0,1,,,,,
05/19/2020,2,3,2941,0,0,2,22,5,2,1,48,377185,17,1,0,5,10,0,1,,,,,
05/20/2020,-2,1,2942,0,0,2,20,3,2,0,48,384278,18,1,0,5,10,0,1,,,,,
05/21/2020,2,3,2945,0,0,2,20,3,2,0,48,394012,16,1,0,5,10,0,1,,,,,
05/23/2020,-2,1,2946,0,0,2,17,1,1,1,49,411618,14,1,0,5,10,0,1,,,,,
05/24/2020,0,1,2947,0,0,2,16,1,1,0,49,418427,15,1,0,5,10,0,1,,,,,
05/25/2020,0,1,2948,0,0,2,15,1,1,0,49,452562,14,0,0,5,10,0,1,,,,,
05/28/2020,0,1,2949,0,0,2,13,1,1,0,49,474223,15,0,0,5,10,0,1,,,,,
05/30/2020,1,2,2951,0,0,2,12,1,0,0,49,493637,15,0,0,5,10,0,1,,,,,
05/31/2020,2,4,2955,0,0,2,11,1,0,0,49,503464,17,0,0,5,10,0,1,,,,,
6/1/2020,0,4,2959,0,0,2,10,1,0,0,49,509227,17,0,0,5,10,0,1,,,,,
6/2/2020,-3,1,2960,0,0,2,11,1,0,0,49,514651,11,0,0,5,10,0,1,,,,,
6/3/2020,1,2,2962,0,0,2,11,2,0,0,49,521669,13,0,0,5,10,0,1,,,,,
6/4/2020,1,3,2965,0,0,2,11,1,0,0,49,533034,13,0,0,5,10,0,1,,,,,
6/6/2020,-2,1,2966,0,0,2,9,0,0,0,49,555956,12,0,0,5,10,0,1,,,,,
6/7/2020,1,2,2968,0,0,2,9,0,0,0,49,565163,12,0,0,5,10,0,1,,,,,
6/8/2020,-1,1,2969,0,0,2,9,0,0,0,49,571113,13,0,0,5,10,0,1,,,,,
6/9/2020,2,3,2972,0,0,2,9,0,0,0,49,575856,14,0,0,5,10,0,1,,,,,
6/11/2020,0,3,2975,0,0,2,10,0,0,0,49,591305,16,0,0,5,10,0,1,,,,,
6/12/2020,0,3,2978,0,0,2,10,0,0,0,49,606525,14,0,0,5,10,0,1,,,,,
06/13/2020,5,8,2986,0,0,2,9,0,0,0,49,620650,15,0,0,5,10,0,1,,,,,
06/14/2020,-2,6,2992,0,0,2,9,0,0,0,49,634241,16,0,0,5,10,0,1,,,,,
06/17/2020,-4,2,2994,0,0,2,10,0,0,0,49,661226,14,0,0,5,10,0,1,,,,,
06/18/2020,-1,1,2995,0,0,2,9,0,0,0,49,678618,15,0,0,5,10,0,1,,,,,
06/19/2020,0,1,2996,0,0,2,9,0,0,0,49,695981,13,0,0,5,10,0,1,,,,,
06/20/2020,5,6,3002,0,0,2,10,0,0,0,49,712174,14,0,0,5,10,0,1,,,,,
06/21/2020,-5,1,3003,0,0,2,9,0,0,0,49,725817,15,0,0,5,10,0,1,,,,,
06/22/2020,0,1,3004,0,0,2,8,0,0,0,49,734699,12,0,0,5,10,0,1,,,,,
06/23/2020,6,7,3011,0,0,2,9,0,0,0,49,742962,11,0,0,5,10,0,1,,,,,
06/24/2020,-3,4,3015,0,0,2,8,0,0,0,49,756240,13,0,0,5,10,0,1,,,,,
06/25/2020,0,4,3019,0,0,2,8,0,0,0,49,773415,13,0,0,5,10,0,1,,,,,
06/26/2020,1,5,3024,0,0,2,4,0,0,0,49,788693,13,0,0,5,10,0,1,,,,,
06/27/2020,1,6,3030,0,0,2,5,0,0,0,49,812427,13,0,0,5,10,0,1,,,,,
06/28/2020,-3,3,3033,0,0,2,3,0,0,0,49,830541,12,0,0,5,10,0,1,,,,,
06/29/2020,-1,2,3035,0,0,2,5,0,0,0,49,842374,12,0,0,5,10,0,1,,,,,
06/30/2020,6,8,3043,0,0,2,4,0,0,0,49,855324,12,0,0,5,10,0,1,,,,,
7/1/2020,-6,2,3045,0,0,1,2,1,0,0,49,871567,14,0,0,20,20,0,1,,,,,
7/2/2020,0,2,3047,0,0,1,2,1,0,0,49,889914,18,0,0,20,20,0,1,,,,,
7/3/2020,5,7,3054,0,0,1,2,1,0,0,49,907762,14,0,0,20,20,0,1,,,,,
7/4/2020,2,9,3063,0,0,1,2,1,0,0,49,924318,12,0,0,20,20,0,1,,,,,
7/5/2020,-6,3,3066,0,0,1,2,1,0,0,49,942432,12,0,0,20,20,0,1,,,,,
7/6/2020,4,7,3073,0,0,1,1,1,0,0,49,953987,13,0,0,20,20,0,1,,,,,
7/7/2020,-5,2,3075,0,0,1,2,1,0,0,49,963733,13,0,0,20,20,0,1,,,,,
7/8/2020,4,6,3081,0,0,1,3,1,0,0,49,979060,13,0,0,20,20,0,1,,,,,
7/9/2020,1,7,3088,0,0,1,3,1,0,0,49,997736,13,0,0,20,20,0,1,,,,,
7/10/2020,-3,4,3092,0,0,1,4,1,0,0,49,1007662,14,0,0,20,20,0,1,,,,,
7/11/2020,-2,2,3094,0,0,1,3,1,0,0,49,1024410,14,0,0,20,20,0,1,,,,,
7/12/2020,10,12,3106,0,0,1,7,1,0,0,49,1039385,12,0,0,20,20,0,1,,,,,
07/13/2020,3,15,3121,0,0,1,17,1,0,0,49,1050171,12,0,0,20,20,0,1,,,,,
07/14/2020,-6,9,3130,0,0,1,2,1,0,0,49,1062503,13,0,0,20,20,0,1,,,,,
07/15/2020,-2,7,3137,0,0,1,2,1,0,0,49,1080163,13,0,0,20,20,0,1,,,,,
07/16/2020,2,9,3146,0,0,1,2,1,0,0,49,1102999,12,0,0,20,20,0,1,,,,,
07/17/2020,0,9,3155,0,0,1,2,1,0,0,49,1127466,13,0,0,20,20,0,1,,,,,
07/18/2020,5,14,3169,0,0,2,3,1,0,0,49,1155168,13,0,0,20,20,0,1,,,,,
07/19/2020,4,18,3187,0,0,2,2,1,0,0,49,1181085,13,0,0,20,20,0,1,,,,,
07/20/2020,-5,13,3200,0,0,2,5,2,1,0,49,1202252,13,0,0,20,20,0,1,,,,,
07/21/2020,1,14,3214,0,0,2,4,2,0,0,49,1218155,12,0,0,20,20,0,1,,,,,
07/22/2020,2,16,3230,0,0,2,5,2,1,0,49,1236620,12,0,0,20,20,0,1,,,,,
07/23/2020,-9,7,3237,0,0,2,6,1,1,0,49,1261260,12,0,0,20,20,0,1,,,,,
07/24/2020,9,16,3253,0,0,2,7,3,1,0,49,1297429,13,0,0,20,20,0,1,,,,,
07/25/2020,-1,15,3268,0,0,2,6,4,1,0,49,1327964,13,0,0,20,20,0,1,,,,,
07/26/2020,-8,7,3275,0,0,2,9,4,1,0,49,1353103,14,0,0,20,20,0,1,,,,,
07/27/2020,7,14,3289,0,0,2,10,5,1,0,49,1375135,15,0,0,20,20,0,1,,,,,
07/28/2020,8,22,3311,0,0,2,11,5,1,0,49,1391144,16,0,0,20,20,0,1,,,,,
07/29/2020,-7,15,3326,0,0,2,10,5,1,0,49,1409687,15,0,0,20,20,0,1,,,,,
07/30/2020,6,21,3347,0,0,2,11,6,1,0,49,1436834,14,0,0,20,20,0,1,,,,,
07/31/2020,-6,15,3362,0,0,2,11,8,4,0,49,1462155,13,0,0,20,20,0,1,,,,,
8/1/2020,-1,14,3376,0,0,2,13,9,4,1,50,1485613,12,0,0,20,20,0,1,,,,,
8/2/2020,-4,10,3386,0,0,2,13,8,4,0,50,1508040,13,0,0,20,20,0,1,,,,,
8/3/2020,3,13,3399,0,0,2,13,8,5,0,50,1526863,13,0,0,20,20,0,1,,,,,
8/4/2020,-5,8,3407,0,0,2,17,6,5,0,50,1539739,15,0,0,20,20,0,1,,,,,
8/5/2020,5,13,3420,0,0,2,20,9,6,0,50,1561826,12,0,0,20,20,0,1,,,,,
8/6/2020,-2,11,3431,0,0,2,16,10,4,0,50,1589861,11,0,0,20,20,0,1,,,,,
8/7/2020,-4,7,3438,0,0,2,15,10,5,0,50,1617799,12,0,0,20,20,0,1,,,,,
8/8/2020,7,14,3452,0,0,2,15,9,6,0,50,1642220,13,0,0,20,20,0,1,,,,,
8/9/2020,-2,12,3464,0,0,2,17,8,6,0,50,1673901,11,0,0,20,20,0,1,,,,,
8/10/2020,8,20,3484,0,0,2,17,8,6,0,50,1693821,14,0,0,20,20,0,1,,,,,
8/11/2020,-5,15,3499,0,0,2,17,8,6,0,50,1707078,13,0,0,20,20,0,1,,,,,
8/12/2020,-9,6,3505,0,0,2,17,8,7,0,50,1727182,14,0,0,20,20,0,1,,,,,
08/13/2020,6,12,3517,0,0,2,15,7,6,1,51,1751803,16,0,0,20,20,0,1,,,,,
08/14/2020,-5,7,3524,0,0,2,14,6,5,0,51,1781499,14,0,0,20,20,0,1,,,,,
08/15/2020,-1,6,3530,0,0,2,16,7,5,0,51,1808887,15,0,0,20,20,0,1,,,,,
08/16/2020,-1,5,3535,0,0,2,14,7,5,1,52,1832980,15,0,0,20,20,0,1,,,,,
08/17/2020,-3,2,3537,0,0,2,13,7,5,0,52,1843786,15,0,0,20,20,0,1,,,,,
08/18/2020,6,8,3545,0,0,2,13,7,5,0,52,1857521,16,0,0,20,20,0,1,,,,,
08/19/2020,-7,1,3546,0,0,2,15,8,5,0,52,1876936,15,0,0,20,20,0,1,,,,,
08/20/2020,4,5,3551,0,0,2,16,8,5,0,52,1905703,14,0,0,20,20,0,1,,,,,
08/21/2020,2,7,3558,0,0,2,16,7,6,0,52,1938283,14,0,0,20,20,0,1,,,,,
08/22/2020,-5,2,3560,0,0,2,15,7,5,0,52,1969093,12,0,0,20,20,0,1,,,,,
08/23/2020,0,2,3562,0,0,2,13,7,5,0,52,1995573,13,0,0,20,20,0,1,,,,,
08/24/2020,0,2,3564,0,0,2,14,7,5,0,52,2016293,13,0,0,20,20,0,1,,,,,
08/25/2020,4,6,3570,0,0,2,10,7,4,0,52,2026668,11,0,0,20,20,0,1,,,,,
08/26/2020,6,12,3582,0,0,2,10,6,4,0,52,2052542,12,0,0,20,20,0,1,,,,,
08/27/2020,3,15,3597,0,0,2,11,6,4,0,52,2082715,14,0,0,20,20,0,1,,,,,
08/28/2020,-6,9,3606,0,0,2,12,6,4,0,52,2112997,15,0,0,20,20,0,1,,,,,
08/29/2020,-2,7,3613,0,0,2,10,6,4,0,52,2137629,14,0,0,20,20,0,1,,,,,
08/30/2020,1,8,3621,0,0,2,9,6,3,0,52,2157255,17,0,0,20,20,0,1,,,,,
08/31/2020,4,12,3633,0,0,2,9,6,4,0,52,2171487,17,0,0,20,20,0,1,,,,,
9/1/2020,3,15,3648,0,0,2,10,6,3,0,52,2186302,14,0,0,20,20,0,1,,,,,
9/2/2020,-6,9,3657,0,0,2,10,5,3,0,52,2206385,16,0,0,20,20,0,1,,,,,
9/3/2020,-3,6,3663,0,0,2,12,6,3,0,52,2235992,23,0,0,20,20,0,1,,,,,
9/4/2020,1,7,3670,0,0,2,13,7,4,0,52,2259160,18,0,0,20,20,0,1,,,,,
9/5/2020,1,8,3678,0,0,2,14,6,4,0,52,2289500,16,0,0,20,20,0,1,,,,,
9/6/2020,-4,4,3682,0,0,2,14,7,4,0,52,2328026,15,0,0,20,20,0,1,,,,,
9/7/2020,5,9,3691,0,0,2,13,7,4,0,52,2338155,16,0,0,20,20,0,1,,,,,
9/8/2020,-4,5,3696,0,0,2,13,7,3,0,52,2350649,17,0,0,20,20,0,1,,,,,
9/9/2020,5,10,3706,0,0,2,14,6,3,0,52,2371501,15,0,0,20,20,0,1,,,,,
9/10/2020,-4,6,3712,0,0,2,15,6,4,0,52,2396261,15,0,0,20,20,0,1,,,,,
9/11/2020,2,8,3720,0,0,2,12,6,4,0,52,2446201,16,0,0,20,20,0,1,,,,,
9/12/2020,-5,3,3723,0,0,2,12,6,4,0,52,2466412,16,0,0,20,20,0,1,,,,,
09/13/2020,1,4,3727,0,0,2,12,6,3,0,52,2480838,17,0,0,20,20,0,1,,,,,
09/14/2020,-1,3,3730,0,0,2,10,6,3,0,52,2490154,16,0,0,20,20,0,1,,,,,
09/15/2020,0,3,3733,0,0,2,12,6,3,0,52,2498989,18,0,0,20,20,0,1,,,,,
09/16/2020,1,4,3737,0,0,2,12,5,3,0,52,2518555,19,0,0,20,20,0,1,,,,,
09/17/2020,-2,2,3739,0,0,2,12,4,3,0,52,2538966,21,0,0,20,20,0,1,,,,,
09/18/2020,0,2,3741,0,0,2,11,4,2,0,52,2555809,16,0,0,20,20,0,1,,,,,
09/19/2020,-1,1,3742,0,0,2,12,4,2,0,52,2571048,18,0,0,20,20,0,1,,,,,
09/20/2020,0,1,3743,0,0,2,11,2,1,1,53,2584683,18,0,0,20,20,0,1,,,,,
09/22/2020,4,5,3748,0,0,2,12,3,1,0,53,2600064,23,0,0,20,20,0,1,,,,,
09/23/2020,-3,2,3750,0,0,2,11,3,1,0,53,2616823,19,0,0,20,20,0,1,,,,,
09/24/2020,-1,1,3751,0,0,2,9,2,1,0,53,2634215,16,0,0,20,20,0,1,,,,,
09/25/2020,0,1,3752,0,0,2,10,2,0,0,53,2672392,16,0,0,20,20,0,1,,,,,
09/28/2020,2,3,3755,0,0,2,8,3,0,0,53,2678745,14,0,0,20,20,0,1,,,,,
09/29/2020,-1,2,3757,0,0,2,9,3,0,0,53,2685126,16,0,0,20,20,0,1,,,,,
09/30/2020,1,3,3760,0,0,2,8,3,0,0,53,2698701,16,0,0,20,20,0,1,,,,,
10/1/2020,-1,2,3762,0,0,2,9,3,0,0,53,2711773,18,0,0,20,20,0,1,,,,,
10/3/2020,-1,1,3763,0,0,2,10,2,0,0,53,2733450,19,0,0,20,20,0,1,,,,,
10/4/2020,1,2,3765,0,0,2,10,3,0,0,53,2741755,20,0,0,20,20,0,1,,,,,
10/5/2020,1,3,3768,0,0,2,11,3,0,0,53,2746544,23,0,0,20,20,0,1,,,,,
10/6/2020,-2,1,3769,0,0,2,10,3,0,0,53,2751929,17,0,0,20,20,0,1,,,,,
10/7/2020,14,15,3784,0,0,2,10,3,0,0,53,2757899,18,0,0,20,20,0,1,,,,,
10/8/2020,-10,5,3789,0,0,2,10,1,0,0,53,2770397,22,0,0,20,20,0,1,,,,,
10/9/2020,-1,4,3793,0,0,2,5,2,0,0,53,2783265,19,0,0,20,20,0,1,,,,,
10/10/2020,2,6,3799,0,0,2,9,1,0,0,53,2798704,19,0,0,20,20,0,1,,,,,
10/11/2020,-3,3,3802,0,0,2,7,1,0,0,53,2811527,19,0,0,20,20,0,1,,,,,
10/12/2020,7,10,3812,0,0,2,7,1,0,0,53,2818918,20,0,0,20,20,0,1,,,,,
10/13/2020,2,12,3824,0,0,2,7,1,0,0,53,2827527,20,0,0,20,20,0,1,,,,,
10/14/2020,-4,8,3832,0,0,2,3,1,0,0,53,2843545,19,0,0,20,20,0,1,,,,,
10/15/2020,-6,2,3834,0,0,2,5,1,0,0,53,2859347,20,0,0,20,20,0,1,,,,,
10/16/2020,4,6,3840,0,0,2,5,1,0,0,53,2875738,18,0,0,20,20,0,1,,,,,
10/17/2020,-2,4,3844,0,0,2,3,0,0,0,53,2890116,20,0,0,20,20,0,1,,,,,
10/18/2020,1,5,3849,0,0,2,2,1,0,0,53,2903101,20,0,0,20,20,0,1,,,,,
10/19/2020,4,9,3858,0,0,2,3,1,0,0,53,2910053,17,0,0,20,20,0,1,,,,,
10/20/2020,-6,3,3861,0,0,2,4,1,0,0,53,2917454,18,0,0,20,20,0,1,,,,,
10/21/2020,1,4,3865,0,0,2,4,1,0,0,53,2932386,19,0,0,20,20,0,1,,,,,
10/22/2020,-2,2,3867,0,0,2,5,0,0,0,53,2947715,20,0,0,20,20,0,1,,,,,
10/23/2020,2,4,3871,0,0,2,7,0,0,0,53,2961401,21,0,0,20,30,0,1,,,,,
10/24/2020,0,4,3875,0,0,2,6,0,0,0,53,2974291,21,0,0,20,30,0,1,,,,,
10/25/2020,-2,2,3877,0,0,2,6,0,0,0,53,2986756,14,0,0,20,30,0,1,,,,,
10/26/2020,11,13,3890,0,0,2,8,0,0,0,53,2994203,15,0,0,20,30,0,1,,,,,
10/27/2020,-11,2,3892,0,0,2,8,1,0,0,53,3000641,16,0,0,20,30,0,1,,,,,
10/28/2020,2,4,3896,0,0,2,7,1,0,0,53,3015023,16,0,0,20,30,0,1,,,,,
10/29/2020,3,7,3903,0,0,2,7,1,1,0,53,3029253,17,0,0,20,30,0,1,,,,,
10/30/2020,-5,2,3905,0,0,2,7,1,1,0,53,3042039,18,0,0,20,30,0,1,,,,,
10/31/2020,2,4,3909,0,0,2,6,1,1,0,53,3055173,18,0,0,20,30,0,1,,,,,
11/1/2020,0,4,3913,0,0,2,6,1,1,0,53,3069924,16,0,0,20,30,0,1,,,,,
11/2/2020,0,4,3917,0,0,2,6,1,1,0,53,3077355,18,0,0,20,30,0,1,,,,,
11/3/2020,2,6,3923,0,0,2,5,1,1,0,53,3085905,18,0,0,20,30,0,1,,,,,
11/4/2020,-5,1,3924,0,0,2,5,1,1,0,53,3102941,19,0,0,20,30,0,1,,,,,
11/5/2020,7,8,3932,0,0,2,6,1,1,0,53,3121407,16,0,0,20,30,0,1,,,,,
11/6/2020,-4,4,3936,0,0,2,4,1,1,0,53,3138899,16,0,0,20,30,0,1,,,,,
11/7/2020,-2,2,3938,0,0,2,3,1,1,0,53,3153596,16,0,0,20,30,0,1,,,,,
11/8/2020,2,4,3942,0,0,2,3,1,0,0,53,3167317,17,0,0,20,30,0,1,,,,,
11/9/2020,-1,3,3945,0,0,2,3,1,0,0,53,3176816,17,0,0,20,30,0,1,,,,,
11/11/2020,-2,1,3946,0,0,2,4,0,0,0,53,3207460,20,0,0,20,30,0,1,,,,,
11/13/2020,3,4,3950,0,0,2,4,0,0,0,53,3249637,22,0,0,20,30,0,1,,,,,
11/14/2020,1,5,3955,0,0,2,4,0,0,0,53,3266821,21,0,0,20,30,0,1,,,,,
11/15/2020,-4,1,3956,0,0,2,5,0,0,0,53,3284047,21,0,0,20,30,0,1,,,,,
11/16/2020,1,2,3958,0,0,2,4,0,0,0,53,3291081,25,0,0,20,30,0,1,,,,,
11/17/2020,-1,1,3959,0,0,2,4,0,0,0,53,3299669,20,0,0,20,30,0,1,,,,,
11/18/2020,2,3,3962,0,0,2,2,0,0,0,53,3316716,20,0,0,20,30,0,1,,,,,
11/19/2020,-2,1,3963,0,0,2,2,0,0,0,53,3336876,21,0,0,20,30,0,1,,,,,
11/20/2020,1,2,3965,0,0,2,2,0,0,0,53,3355267,23,0,0,20,30,0,1,,,,,
11/21/2020,2,4,3969,0,0,2,3,0,0,0,53,3371596,21,0,0,20,30,0,1,,,,,
11/22/2020,-1,3,3972,0,0,2,2,0,0,0,53,3383608,22,0,0,20,30,0,1,,,,,
11/23/2020,-2,1,3973,0,0,2,2,0,0,0,53,3391444,23,0,0,20,30,0,1,,,,,
11/24/2020,1,2,3975,0,0,2,2,0,0,0,53,3398420,20,0,0,20,30,0,1,,,,,
11/26/2020,-1,1,3976,0,0,2,3,0,0,0,53,3429596,22,0,0,20,30,0,1,,,,,
11/27/2020,5,6,3982,0,0,2,2,0,0,0,53,3444354,22,0,0,20,30,0,1,,,,,
11/28/2020,-4,2,3984,0,0,2,2,0,0,0,53,3456460,30,0,0,20,30,0,1,,,,,
11/29/2020,3,5,3989,0,0,2,2,0,0,0,53,3466716,30,0,0,20,30,0,1,,,,,
11/30/2020,2,7,3996,0,0,2,2,0,0,0,53,3472822,21,0,0,20,30,0,1,,,,,
12/1/2020,-2,5,4001,0,0,2,3,0,0,0,53,3479457,23,0,0,20,30,0,1,,,,,
12/2/2020,1,6,4007,0,0,2,3,0,0,0,53,3492694,21,0,0,20,30,0,1,,,,,
12/3/2020,-3,3,4010,0,0,2,4,0,0,0,53,3506000,20,0,0,20,30,0,1,,,,,
12/4/2020,-1,2,4012,0,0,2,4,0,0,0,53,3517128,23,0,0,20,30,0,1,,,,,
12/5/2020,1,3,4015,0,0,2,5,0,0,0,53,3529081,22,0,0,20,30,0,1,,,,,
