date,cases_diff,daily_cases,total_cases,daily_doses,total_doses,lockdown_level,hospitalised,icu,vent,daily_deaths,deaths,pcr_tests,temp_celc,schools_closed,restaurants_closed,home_gatherings,outdoor_gatherings,masks_mandate,international_travel,,,,,
03/27/2023,2801,3072,3718681,8425,20274977,1,881,14,2,4,6584,37011600,22,0,0,500,1000,0,0,,,,,
03/28/2023,-1502,1570,3720251,8425,20283403,1,883,14,2,4,6587,37018235,22,0,0,500,1000,0,0,,,,,
03/29/2023,-73,1497,3721748,8425,20291828,1,886,15,1,4,6591,37024869,22,0,0,500,1000,0,0,,,,,
03/30/2023,-52,1445,3723193,8425,20300254,1,888,15,1,4,6594,37031503,20,0,0,500,1000,0,0,,,,,
03/31/2023,-154,1291,3724484,8425,20308679,1,891,16,0,4,6598,37038138,19,0,0,500,1000,0,0,,,,,
4/1/2023,-905,386,3724870,14289,20322968,1,900,16,0,5,6603,37044772,17,0,0,500,1000,0,0,,,,,
4/2/2023,-118,268,3725138,14289,20337258,1,908,17,0,5,6608,37051406,17,0,0,500,1000,0,0,,,,,
4/3/2023,2671,2939,3728077,14289,20351547,1,917,17,1,5,6613,37058041,19,0,0,500,1000,0,0,,,,,
4/4/2023,-1259,1680,3729757,14289,20365837,1,926,18,1,5,6619,37064675,20,0,0,500,1000,0,0,,,,,
4/5/2023,-35,1645,3731402,14289,20380126,1,935,18,2,5,6624,37071011,19,0,0,500,1000,0,0,,,,,
4/6/2023,-182,1463,3732865,14289,20394416,1,943,19,2,5,6629,37077348,19,0,0,500,1000,0,0,,,,,
4/7/2023,-1118,345,3733210,14289,20408705,1,952,20,3,5,6634,37083684,19,0,0,500,1000,0,0,,,,,
4/8/2023,-47,298,3733508,7722,20416427,1,965,20,3,3,6637,37090020,19,0,0,500,1000,0,0,,,,,
4/9/2023,-15,283,3733791,7722,20424149,1,978,20,3,3,6640,37096357,17,0,0,500,1000,0,0,,,,,
4/10/2023,-14,269,3734060,7722,20431871,1,991,20,3,3,6643,37102693,16,0,0,500,1000,0,0,,,,,
4/11/2023,4238,4507,3738567,7722,20439592,1,1003,21,4,3,6647,37109029,16,0,0,500,1000,0,0,,,,,
4/12/2023,-2473,2034,3740601,7722,20447314,1,1016,21,4,3,6650,37115365,17,0,0,500,1000,0,0,,,,,
04/13/2023,-205,1829,3742430,7722,20455036,1,1029,21,4,3,6653,37121702,18,0,0,500,1000,0,0,,,,,
04/14/2023,-109,1720,3744150,7722,20462758,1,1042,21,4,3,6656,37128038,18,0,0,500,1000,0,0,,,,,
04/15/2023,-1133,587,3744737,11671,20474429,1,1056,22,4,4,6660,37134374,19,0,0,500,1000,0,0,,,,,
04/16/2023,-165,422,3745159,11671,20486099,1,1070,23,4,4,6664,37140711,21,0,0,500,1000,0,0,,,,,
04/17/2023,3110,3532,3748691,11671,20497770,1,1084,24,4,4,6668,37147047,17,0,0,500,1000,0,0,,,,,
04/18/2023,-1497,2035,3750726,11671,20509440,1,1097,25,5,4,6673,37153383,18,0,0,500,1000,0,0,,,,,
04/19/2023,-27,2008,3752734,11671,20521111,1,1111,26,5,4,6677,37159720,19,0,0,500,1000,0,0,,,,,
04/20/2023,-226,1782,3754516,11671,20532781,1,1125,26,5,4,6681,37166056,18,0,0,500,1000,0,0,,,,,
04/21/2023,-76,1706,3756222,11671,20544452,1,1139,26,5,4,6685,37172392,17,0,0,500,1000,0,0,,,,,
04/22/2023,-1163,543,3756765,9479,20553931,1,1160,27,5,5,6690,37178728,17,0,0,500,1000,0,0,,,,,
04/23/2023,-137,406,3757171,9479,20563409,1,1181,28,5,5,6695,37185065,19,0,0,500,1000,0,0,,,,,
04/24/2023,2894,3300,3760471,9479,20572888,1,1202,30,5,5,6700,37191401,19,0,0,500,1000,0,0,,,,,
04/25/2023,-2619,681,3761152,9479,20582366,1,1222,31,4,5,6705,37197737,19,0,0,500,1000,0,0,,,,,
04/26/2023,2312,2993,3764145,9479,20591845,1,1243,32,4,5,6710,37204074,18,0,0,500,1000,0,0,,,,,
04/27/2023,-942,2051,3766196,9479,20601323,1,1264,34,4,5,6715,37210410,20,0,0,500,1000,0,0,,,,,
04/28/2023,-247,1804,3768000,9479,20610802,1,1285,36,4,5,6720,37216746,20,0,0,500,1000,0,0,,,,,
04/29/2023,-1267,537,3768537,12030,20622832,1,1286,35,4,8,6728,37223082,18,0,0,500,1000,0,0,,,,,
04/30/2023,-71,466,3769003,12030,20634863,1,1287,34,4,8,6735,37229419,16,0,0,500,1000,0,0,,,,,
5/1/2023,3035,3501,3772504,12030,20646893,1,1288,33,5,8,6743,37235755,15,0,0,500,1000,0,0,,,,,
5/2/2023,-1460,2041,3774545,12030,20658924,1,1289,32,5,8,6750,37242091,16,0,0,500,1000,0,0,,,,,
5/3/2023,-104,1937,3776482,12030,20670954,1,1290,31,6,8,6758,37248428,18,0,0,500,1000,0,0,,,,,
5/4/2023,-104,1833,3778315,12030,20682985,1,1291,31,6,8,6765,37254764,16,0,0,500,1000,0,0,,,,,
5/5/2023,-193,1640,3779955,12030,20695015,1,1292,31,6,8,6773,37254764,16,0,0,500,1000,0,0,,,,,
5/6/2023,-1103,537,3780492,10645,20705660,1,1292,31,5,8,6781,37261531,15,0,0,500,1000,0,0,,,,,
5/7/2023,-180,357,3780849,10645,20716306,1,1292,31,4,8,6790,37268297,12,0,0,500,1000,0,0,,,,,
5/8/2023,3335,3692,3784541,10645,20726951,1,1292,31,4,8,6798,37275064,13,0,0,500,1000,0,0,,,,,
5/9/2023,-1421,2271,3786812,10645,20737596,1,1292,31,3,8,6807,37281831,14,0,0,500,1000,0,0,,,,,
5/10/2023,-63,2208,3789020,10645,20748241,1,1292,31,3,8,6815,37288597,14,0,0,500,1000,0,0,,,,,
5/11/2023,13,2221,3791241,10645,20758887,1,1292,31,3,8,6824,37295364,15,0,0,500,1000,0,0,,,,,
5/12/2023,-89,2132,3793373,10645,20769532,1,1292,31,3,8,6832,37302131,16,0,0,500,1000,0,0,,,,,
05/13/2023,-1566,566,3793939,9143,20778675,1,1296,29,3,9,6841,37308897,16,0,0,500,1000,0,0,,,,,
05/14/2023,-218,348,3794287,9143,20787817,1,1301,27,3,9,6849,37315664,15,0,0,500,1000,0,0,,,,,
05/15/2023,4189,4537,3798824,9143,20796960,1,1305,26,3,9,6858,37322431,15,0,0,500,1000,0,0,,,,,
05/16/2023,-1939,2598,3801422,9143,20806102,1,1309,25,3,9,6867,37329197,16,0,0,500,1000,0,0,,,,,
05/17/2023,-294,2304,3803726,9143,20815245,1,1313,24,4,9,6876,37335964,14,0,0,500,1000,0,0,,,,,
05/18/2023,-234,2070,3805796,9143,20824387,1,1318,24,4,9,6884,37342731,13,0,0,500,1000,0,0,,,,,
05/19/2023,-78,1992,3807788,9143,20833530,1,1322,24,4,9,6893,37349497,13,0,0,500,1000,0,0,,,,,
05/20/2023,-1445,547,3808335,8651,20842181,1,1328,25,4,10,6903,37356264,13,0,0,500,1000,0,0,,,,,
05/21/2023,-221,326,3808661,8651,20850833,1,1335,27,4,10,6913,37363031,14,0,0,500,1000,0,0,,,,,
05/22/2023,4154,4480,3813141,8651,20859484,1,1341,28,4,10,6923,37369797,13,0,0,500,1000,0,0,,,,,
05/23/2023,-1884,2596,3815737,8651,20868135,1,1347,29,5,10,6932,37376564,13,0,0,500,1000,0,0,,,,,
05/24/2023,-323,2273,3818010,8651,20876786,1,1353,30,5,10,6942,37383331,13,0,0,500,1000,0,0,,,,,
05/25/2023,-218,2055,3820065,8651,20885438,1,1360,32,5,10,6952,37390097,14,0,0,500,1000,0,0,,,,,
05/26/2023,-131,1924,3821989,8651,20894089,1,1366,34,6,10,6962,37396864,15,0,0,500,1000,0,0,,,,,
05/27/2023,-1445,479,3822468,8382,20902471,1,1379,34,6,9,6971,37403631,11,0,0,500,1000,0,0,,,,,
05/28/2023,-195,284,3822752,8382,20910853,1,1393,34,6,9,6980,37410397,11,0,0,500,1000,0,0,,,,,
05/29/2023,3683,3967,3826719,8382,20919235,1,1406,34,7,9,6989,37417164,14,0,0,500,1000,0,0,,,,,
05/30/2023,-1731,2236,3828955,8382,20927617,1,1419,34,7,9,6999,37423931,14,0,0,500,1000,0,0,,,,,
05/31/2023,-119,2117,3831072,8382,20935999,1,1432,34,8,9,7008,37430697,15,0,0,500,1000,0,0,,,,,
6/1/2023,329,2446,3833518,8382,20944381,1,1446,34,9,9,7017,37437464,16,0,0,500,1000,0,0,,,,,
6/2/2023,-259,2187,3835705,8382,20952763,1,1459,34,10,9,7026,37444231,16,0,0,500,1000,0,0,,,,,
6/3/2023,-1732,455,3836160,7396,20960159,1,1467,36,11,12,7038,37450997,17,0,0,500,1000,0,0,,,,,
6/4/2023,-122,333,3836493,7396,20967554,1,1475,38,11,12,7049,37457764,17,0,0,500,1000,0,0,,,,,
6/5/2023,3220,3553,3840046,7396,20974950,1,1483,40,12,12,7061,37461430,16,0,0,500,1000,0,0,,,,,
6/6/2023,-1741,1812,3841858,7396,20982346,1,1492,42,12,12,7072,37465096,16,0,0,500,1000,0,0,,,,,
6/7/2023,-215,1597,3843455,7396,20989742,1,1500,44,13,12,7084,37468762,16,0,0,500,1000,0,0,,,,,
6/8/2023,-187,1410,3844865,7396,20997137,1,1508,46,13,12,7095,37472428,15,0,0,500,1000,0,0,,,,,
6/9/2023,-275,1135,3846000,7396,21004533,1,1516,48,13,12,7107,37476094,14,0,0,500,1000,0,0,,,,,
6/10/2023,-793,342,3846342,5423,21009956,1,1501,46,13,8,7115,37479760,13,0,0,500,1000,0,0,,,,,
6/11/2023,-139,203,3846545,5423,21015378,1,1486,44,12,8,7122,37483426,12,0,0,500,1000,0,0,,,,,
6/12/2023,35,238,3846783,5423,21020801,1,1471,42,11,8,7130,37487092,13,0,0,500,1000,0,0,,,,,
06/13/2023,2382,2620,3849403,5423,21026224,1,1457,40,10,8,7137,37490758,15,0,0,500,1000,0,0,,,,,
06/14/2023,-1477,1143,3850546,5423,21031647,1,1442,38,9,8,7145,37494424,14,0,0,500,1000,0,0,,,,,
06/15/2023,-113,1030,3851576,5423,21037069,1,1427,36,8,8,7152,37498090,13,0,0,500,1000,0,0,,,,,
06/16/2023,-180,850,3852426,5423,21042492,1,1412,35,6,8,7160,37501756,12,0,0,500,1000,0,0,,,,,
06/17/2023,-563,287,3852713,5634,21048126,1,1394,34,6,12,7172,37505422,12,0,0,500,1000,0,0,,,,,
06/18/2023,-128,159,3852872,5634,21053759,1,1377,34,6,12,7184,37509088,12,0,0,500,1000,0,0,,,,,
06/19/2023,1511,1670,3854542,5634,21059393,1,1359,33,6,12,7196,37512754,11,0,0,500,1000,0,0,,,,,
06/20/2023,-848,822,3855364,5634,21065027,1,1341,33,7,12,7209,37516420,10,0,0,500,1000,0,0,,,,,
06/21/2023,41,863,3856227,5634,21070661,1,1323,32,7,12,7221,37520086,10,0,0,500,1000,0,0,,,,,
06/22/2023,-121,742,3856969,5634,21076294,1,1306,32,7,12,7233,37523752,11,0,0,500,1000,0,0,,,,,
06/23/2023,-156,586,3857555,5634,21081928,1,1288,31,7,12,7245,37527418,14,0,0,500,1000,0,0,,,,,
06/24/2023,-342,244,3857799,4546,21086474,1,1275,30,7,14,7259,37531084,14,0,0,500,1000,0,0,,,,,
06/25/2023,-98,146,3857945,4546,21091020,1,1261,29,7,14,7273,37534750,15,0,0,500,1000,0,0,,,,,
06/26/2023,1137,1283,3859228,4546,21095566,1,1248,28,7,14,7287,37538416,14,0,0,500,1000,0,0,,,,,
06/27/2023,-926,357,3859585,4546,21100111,1,1235,26,8,14,7300,37542082,14,0,0,500,1000,0,0,,,,,
06/28/2023,-28,329,3859914,4546,21104657,1,1222,26,8,14,7314,37545748,11,0,0,500,1000,0,0,,,,,
06/29/2023,-88,241,3860155,4546,21109203,1,1208,23,8,14,7328,37549414,11,0,0,500,1000,0,0,,,,,
06/30/2023,-30,211,3860366,4546,21113749,1,1195,23,8,14,7342,37553080,12,0,0,500,1000,0,0,,,,,
7/1/2023,-5,206,3860572,3769,21117518,1,1178,23,8,7,7349,37556746,12,0,0,500,1000,0,0,,,,,
7/2/2023,-65,141,3860713,3769,21121288,1,1161,23,8,7,7357,37560412,12,0,0,500,1000,0,0,,,,,
7/3/2023,1872,2013,3862726,3769,21125057,1,1144,22,8,7,7364,37564078,14,0,0,500,1000,0,0,,,,,
7/4/2023,-1320,693,3863419,3769,21128827,1,1126,22,8,7,7371,37567744,14,0,0,500,1000,0,0,,,,,
7/5/2023,-260,433,3863852,3769,21132596,1,1109,21,8,7,7378,37572067,16,0,0,500,1000,0,0,,,,,
7/6/2023,24,457,3864309,3769,21136366,1,1092,21,8,7,7386,37576389,13,0,0,500,1000,0,0,,,,,
7/7/2023,-42,415,3864724,3769,21140135,1,1075,21,8,7,7393,37580712,13,0,0,500,1000,0,0,,,,,
7/8/2023,-266,149,3864873,3071,21143206,1,1055,22,8,10,7403,37585035,14,0,0,500,1000,0,0,,,,,
7/9/2023,-45,104,3864977,3071,21146278,1,1034,23,8,10,7413,37589357,14,0,0,500,1000,0,0,,,,,
7/10/2023,794,898,3865875,3071,21149349,1,1014,24,8,10,7423,37593680,14,0,0,500,1000,0,0,,,,,
7/11/2023,-479,419,3866294,3071,21152421,1,994,25,7,10,7433,37598003,13,0,0,500,1000,0,0,,,,,
7/12/2023,49,468,3866762,3071,21155492,1,974,26,7,10,7443,37602325,13,0,0,500,1000,0,0,,,,,
07/13/2023,-102,366,3867128,3071,21158564,1,953,26,7,10,7453,37606648,13,0,0,500,1000,0,0,,,,,
07/14/2023,-29,337,3867465,3071,21161635,1,933,26,7,10,7463,37610971,15,0,0,500,1000,0,0,,,,,
07/15/2023,-193,144,3867609,2649,21164284,1,929,25,7,4,7467,37615293,17,0,0,500,1000,0,0,,,,,
07/16/2023,-35,109,3867718,2649,21166934,1,924,24,6,4,7472,37619616,15,0,0,500,1000,0,0,,,,,
07/17/2023,440,549,3868267,2649,21169583,1,920,23,5,4,7476,37623939,14,0,0,500,1000,0,0,,,,,
07/18/2023,-152,397,3868664,2649,21172232,1,915,22,4,4,7481,37628261,15,0,0,500,1000,0,0,,,,,
07/19/2023,-51,346,3869010,2649,21174881,1,911,20,3,4,7485,37632584,12,0,0,500,1000,0,0,,,,,
07/20/2023,-46,300,3869310,2649,21177531,1,906,18,2,4,7490,37636907,11,0,0,500,1000,0,0,,,,,
07/21/2023,-19,281,3869591,2649,21180180,1,902,15,0,4,7494,37641229,13,0,0,500,1000,0,0,,,,,
07/22/2023,-182,99,3869690,2161,21182341,1,892,15,0,5,7499,37645552,12,0,0,500,1000,0,0,,,,,
07/23/2023,-31,68,3869758,2161,21184502,1,881,14,1,5,7504,37649875,12,0,0,500,1000,0,0,,,,,
07/24/2023,382,450,3870208,2161,21186663,1,871,14,1,5,7509,37654197,13,0,0,500,1000,0,0,,,,,
07/25/2023,-117,333,3870541,2161,21188825,1,860,13,2,5,7513,37658520,12,0,0,500,1000,0,0,,,,,
07/26/2023,11,344,3870885,2161,21190986,1,850,13,2,5,7518,37662843,13,0,0,500,1000,0,0,,,,,
07/27/2023,-30,314,3871199,2161,21193147,1,839,13,3,5,7523,37667165,13,0,0,500,1000,0,0,,,,,
07/28/2023,-20,294,3871493,2161,21195308,1,829,13,3,5,7528,37671488,17,0,0,500,1000,0,0,,,,,
07/29/2023,-170,124,3871617,1813,21197121,1,814,14,3,3,7531,37675811,17,0,0,500,1000,0,0,,,,,
07/30/2023,-52,72,3871689,1813,21198934,1,799,14,3,3,7534,37680133,17,0,0,500,1000,0,0,,,,,
07/31/2023,400,472,3872161,1813,21200747,1,784,15,3,3,7537,37684456,17,0,0,500,1000,0,0,,,,,
8/1/2023,-138,334,3872495,1813,21202561,1,770,15,3,3,7539,37688779,15,0,0,500,1000,0,0,,,,,
8/2/2023,14,348,3872843,1813,21204374,1,755,16,3,3,7542,37693101,14,0,0,500,1000,0,0,,,,,
8/3/2023,-96,252,3873095,1813,21206187,1,740,16,3,3,7545,37697424,15,0,0,500,1000,0,0,,,,,
8/4/2023,29,281,3873376,1813,21208000,1,725,17,3,3,7548,37700119,15,0,0,500,1000,0,0,,,,,
8/5/2023,-186,95,3873471,1572,21209572,1,716,17,3,5,7553,37702815,15,0,0,500,1000,0,0,,,,,
8/6/2023,-38,57,3873528,1572,21211143,1,708,16,3,5,7558,37705510,14,0,0,500,1000,0,0,,,,,
8/7/2023,475,532,3874060,1572,21212715,1,699,15,3,5,7563,37708205,13,0,0,500,1000,0,0,,,,,
8/8/2023,-197,335,3874395,1572,21214287,1,690,14,3,5,7569,37710901,14,0,0,500,1000,0,0,,,,,
8/9/2023,1,336,3874731,1572,21215859,1,681,13,3,5,7574,37713596,15,0,0,500,1000,0,0,,,,,
8/10/2023,15,351,3875082,1572,21217430,1,673,13,3,5,7579,37716291,17,0,0,500,1000,0,0,,,,,
8/11/2023,-20,331,3875413,1572,21219002,1,664,13,3,5,7584,37718987,14,0,0,500,1000,0,0,,,,,
8/12/2023,-212,119,3875532,1409,21220411,1,660,12,3,3,7587,37721682,14,0,0,500,1000,0,0,,,,,
08/13/2023,-47,72,3875604,1409,21221819,1,655,11,2,3,7589,37724378,14,0,0,500,1000,0,0,,,,,
08/14/2023,448,520,3876124,1409,21223228,1,651,10,2,3,7592,37727073,13,0,0,500,1000,0,0,,,,,
08/15/2023,-136,384,3876508,1409,21224637,1,646,9,1,3,7595,37729768,12,0,0,500,1000,0,0,,,,,
08/16/2023,-35,349,3876857,1409,21226046,1,642,9,1,3,7598,37732464,13,0,0,500,1000,0,0,,,,,
08/17/2023,-46,303,3877160,1409,21227454,1,637,9,0,3,7600,37735159,13,0,0,500,1000,0,0,,,,,
08/18/2023,-19,284,3877444,1409,21228863,1,633,9,0,3,7603,37737854,14,0,0,500,1000,0,0,,,,,
08/19/2023,-170,114,3877558,1739,21230602,1,633,9,0,6,7609,37740550,13,0,0,500,1000,0,0,,,,,
08/20/2023,-35,79,3877637,1739,21232340,1,633,9,0,6,7614,37743245,15,0,0,500,1000,0,0,,,,,
08/21/2023,458,537,3878174,1739,21234079,1,634,10,0,6,7620,37745940,16,0,0,500,1000,0,0,,,,,
08/22/2023,-109,428,3878602,1739,21235817,1,634,11,0,6,7625,37748636,16,0,0,500,1000,0,0,,,,,
08/23/2023,-41,387,3878989,1739,21237556,1,634,12,0,6,7631,37751331,15,0,0,500,1000,0,0,,,,,
08/24/2023,-117,270,3879259,1739,21239294,1,634,13,0,11,7642,37751331,15,0,0,500,1000,0,0,,,,,
