date,cases_diff,daily_cases,total_cases,daily_doses,total_doses,hospitalised,icu,vent,daily_deaths,deaths,pcr_tests,temp_celc,lockdown_level,schools_closed,restaurants_closed,home_gatherings,outdoor_gatherings,masks_mandate,international_travel,
03/25/2021,0,0,20483,5698,69592,0,0,0,0,820,5333027,7,2,0,0,15,50,0,1,
03/26/2021,0,0,20483,6034,75626,0,0,0,0,820,5346827,7,2,0,0,15,50,0,1,
03/27/2021,0,0,20483,5072,80698,0,0,0,0,820,5357113,7,2,0,0,15,50,0,1,
03/28/2021,0,0,20483,3512,84210,0,0,0,0,820,5368821,7,2,0,0,15,50,0,1,
03/29/2021,1,1,20484,2072,86282,0,0,0,0,820,5382784,6,2,0,0,15,50,0,1,
03/30/2021,-1,0,20484,6483,92765,0,0,0,0,820,5395676,6,2,0,0,15,50,0,1,
03/31/2021,0,0,20484,6300,99065,0,0,0,0,820,5417745,7,2,0,0,15,50,0,1,
04/01/2021,0,0,20484,8457,107522,0,0,0,0,820,5437175,9,2,0,0,15,50,0,1,
04/02/2021,0,0,20484,7555,115077,0,0,0,0,820,5453004,8,2,0,0,15,50,0,1,
04/03/2021,0,0,20484,910,115987,0,0,0,0,820,5465083,8,2,0,0,15,50,0,1,
04/04/2021,0,0,20484,247,116234,0,0,0,0,820,5474659,7,2,0,0,15,50,0,1,
04/05/2021,0,0,20484,443,116677,0,0,0,0,820,5481736,7,2,0,0,15,50,0,1,
04/06/2021,0,0,20484,1023,117700,0,0,0,0,820,5489089,7,2,0,0,15,50,0,1,
04/07/2021,0,0,20484,6059,123759,0,0,0,0,820,5500835,7,2,0,0,15,50,0,1,
04/08/2021,0,0,20484,5778,129537,0,0,0,0,820,5514126,7,2,0,0,15,50,0,1,
04/09/2021,0,0,20484,131513,261050,0,0,0,0,820,5532589,6,2,0,0,15,50,0,1,
04/10/2021,1,1,20485,13256,274306,0,0,0,0,820,5545688,6,2,0,0,15,50,0,1,
04/11/2021,-1,0,20485,7408,281714,0,0,0,0,820,5557708,6,2,0,0,15,50,0,1,
04/12/2021,2,2,20487,3528,285242,0,0,0,0,820,5567211,8,2,0,0,15,50,0,1,
04/13/2021,-2,0,20487,13094,298336,0,0,0,0,820,5577549,11,2,0,0,15,50,0,1,
04/14/2021,0,0,20487,14382,312718,0,0,0,0,820,5593551,12,2,0,0,15,50,0,1,
04/15/2021,5,5,20492,14581,327299,0,0,0,0,820,5610591,13,2,0,0,15,50,0,1,
04/16/2021,-5,0,20492,14182,341481,0,0,0,0,820,5625299,14,2,0,0,15,50,0,1,
04/17/2021,2,2,20494,13009,354490,0,0,0,0,820,5637128,15,2,0,0,15,50,0,1,
04/18/2021,-2,0,20494,5283,359773,0,0,0,0,820,5645786,14,2,0,0,15,50,0,1,
04/19/2021,4,4,20498,18777,378550,0,0,0,0,820,5653701,14,2,0,0,15,50,0,1,
04/20/2021,-3,1,20499,16705,395255,0,0,0,0,820,5663743,11,2,0,0,15,50,0,1,
04/21/2021,2,3,20502,15074,410329,0,0,0,0,820,5676349,10,2,0,0,15,50,0,1,
04/22/2021,-1,2,20504,16937,427266,0,0,0,0,820,5690300,10,2,0,0,15,50,0,1,
04/23/2021,0,2,20506,19185,446451,0,0,0,0,820,5703533,11,2,0,0,15,50,0,1,
04/24/2021,0,2,20508,13395,459846,0,0,0,0,820,5716612,9,2,0,0,15,50,0,1,
04/25/2021,-1,1,20509,6376,466222,0,0,0,0,820,5730553,9,2,0,0,15,50,0,1,
04/26/2021,-1,0,20509,1109,467331,0,0,0,0,820,5743233,11,2,0,0,15,50,0,1,
04/27/2021,4,4,20513,11854,479185,0,0,0,0,820,5760108,10,2,0,0,15,50,0,1,
04/28/2021,-2,2,20515,17195,496380,0,0,0,0,820,5777123,11,2,0,0,15,50,0,1,
04/29/2021,-1,1,20516,20489,516869,0,0,0,0,820,5794014,13,2,0,0,15,50,0,1,
04/30/2021,1,2,20518,16805,533674,0,0,0,0,820,5818427,11,2,0,0,15,50,0,1,
05/01/2021,1,3,20521,12503,546177,0,0,0,0,820,5824918,11,2,0,0,15,50,0,1,
05/02/2021,-2,1,20522,4964,551141,0,0,0,0,820,5837202,10,2,0,0,15,50,0,1,
05/03/2021,0,1,20523,2281,553422,0,0,0,0,820,5848862,10,2,0,0,15,50,0,1,
05/04/2021,0,1,20524,19155,572577,0,0,0,0,820,5863187,11,2,0,0,15,50,0,1,
05/05/2021,-1,0,20524,23867,596444,0,0,0,0,820,5882589,12,2,0,0,15,50,0,1,
05/06/2021,2,2,20526,22537,618981,0,0,0,0,820,5898989,12,2,0,0,15,50,0,1,
05/07/2021,-2,0,20526,24564,643545,0,0,0,0,820,5915124,9,2,0,0,15,50,0,1,
05/08/2021,1,1,20527,18528,662073,0,0,0,0,820,5933641,9,2,0,0,15,50,0,1,
05/09/2021,5,6,20533,7956,670029,0,0,0,0,820,5946871,10,2,0,0,15,50,0,1,
05/10/2021,-4,2,20535,3213,673242,0,0,0,0,820,5957417,10,2,0,0,15,50,0,1,
05/11/2021,-1,1,20536,22044,695286,0,0,0,0,820,5970335,11,2,0,0,15,50,0,1,
05/12/2021,0,1,20537,19769,715055,0,0,0,0,820,5991796,12,2,0,0,15,50,0,1,
05/13/2021,0,1,20538,23393,738448,0,0,0,0,820,6013780,12,2,0,0,15,50,0,1,
05/14/2021,0,1,20539,21895,760343,0,0,0,0,820,6035711,13,2,0,0,15,50,0,1,
05/15/2021,0,1,20540,19954,780297,0,0,0,0,820,6050953,12,2,0,0,15,50,0,1,
05/16/2021,3,4,20544,7667,787964,0,0,0,0,820,6065223,12,2,0,0,15,50,0,1,
05/17/2021,-3,1,20545,4370,792334,0,0,0,0,820,6078808,11,2,0,0,15,50,0,1,
05/18/2021,-1,0,20545,24217,816551,0,0,0,0,820,6096849,10,2,0,0,15,50,0,1,
05/19/2021,1,1,20546,25162,841713,0,0,0,0,820,6117417,10,2,0,0,15,50,0,1,
05/20/2021,-1,0,20546,24961,866674,0,0,0,0,820,6138905,11,2,0,0,15,50,0,1,
05/21/2021,0,0,20546,26553,893227,0,0,0,0,820,6156947,12,2,0,0,15,50,0,1,
05/22/2021,0,0,20546,21741,914968,0,0,0,0,820,6172155,12,2,0,0,15,50,0,1,
05/23/2021,1,1,20547,9175,924143,0,0,0,0,820,6189620,13,2,0,0,15,50,0,1,
05/24/2021,1,2,20549,4964,929107,1,0,0,0,820,6197877,12,2,0,0,15,50,0,1,
05/25/2021,2,4,20553,11424,940531,1,0,0,0,820,6212769,13,2,0,0,15,50,0,1,
05/26/2021,6,10,20563,30498,971029,0,0,0,0,820,6238949,12,2,0,0,15,50,0,1,
05/27/2021,2,12,20575,30426,1001455,1,1,1,0,820,6279360,11,2,0,0,15,50,0,1,
05/28/2021,-6,6,20580,41389,1042844,1,0,0,0,820,6326822,12,5,1,1,0,0,1,1,
05/29/2021,1,7,20587,43458,1086302,1,1,0,0,820,6383446,13,5,1,1,0,0,1,1,
05/30/2021,-1,6,20593,27448,1113750,1,0,0,0,820,6428747,13,5,1,1,0,0,1,1,
05/31/2021,-1,5,20598,20909,1134659,1,0,0,0,820,6472621,16,5,1,1,0,0,1,1,
06/01/2021,6,11,20609,40389,1175048,1,0,0,0,820,6515320,19,5,1,1,0,0,1,1,
06/02/2021,-5,6,20614,51176,1226224,2,0,0,0,820,6566353,18,5,1,1,0,0,1,1,
06/03/2021,-3,3,20617,50710,1276934,3,0,0,0,820,6623872,16,5,1,1,0,0,1,1,
06/04/2021,3,6,20621,48215,1325149,3,0,0,0,820,6673311,13,5,1,1,0,0,1,1,
06/05/2021,0,6,20627,52102,1377251,3,0,0,0,820,6709673,12,5,1,1,0,0,1,1,
06/06/2021,2,8,20635,42365,1419616,2,0,0,0,820,6739489,10,5,1,1,0,0,1,1,
06/07/2021,3,11,20646,42581,1462197,3,0,0,0,820,6763754,11,5,1,1,0,0,1,1,
06/08/2021,-8,3,20649,49267,1511464,3,0,0,0,820,6786568,12,5,1,1,0,0,1,1,
06/09/2021,-2,1,20650,47260,1558724,3,0,0,0,820,6815053,12,5,1,1,0,0,1,1,
06/10/2021,3,4,20654,51347,1610071,4,0,0,0,820,6838732,12,5,1,1,0,0,1,1,
06/11/2021,-3,1,20655,50637,1660708,3,0,0,0,820,6856336,12,2,0,0,15,50,0,1,
06/12/2021,3,4,20659,43882,1704590,3,0,0,0,820,6871446,14,2,0,0,15,50,0,1,
06/13/2021,-3,1,20659,23222,1727812,3,0,0,0,820,6888548,13,2,0,0,15,50,0,1,
06/14/2021,5,6,20665,17435,1745247,4,1,0,0,820,6905480,13,2,0,0,15,50,0,1,
06/15/2021,-3,3,20668,10602,1755849,5,1,0,0,820,6920547,14,2,0,0,15,50,0,1,
06/16/2021,5,8,20677,51093,1806942,6,1,0,0,820,6938085,15,2,0,0,15,50,0,1,
06/17/2021,-7,1,20678,40463,1847405,7,1,0,0,820,6963720,15,2,0,0,15,50,0,1,
06/18/2021,1,2,20680,40118,1887523,7,1,0,0,820,6998972,15,2,0,0,15,50,0,1,
06/19/2021,1,3,20683,36662,1924185,6,1,0,0,820,7029815,16,2,0,0,15,50,0,1,
06/20/2021,-1,2,20685,18382,1942567,5,1,0,0,820,7049317,17,2,0,0,15,50,0,1,
06/21/2021,7,9,20694,12577,1955144,4,0,0,0,820,7065607,19,2,0,0,15,50,0,1,
06/22/2021,-7,2,20696,36498,1991642,4,0,0,0,820,7078083,16,2,0,0,15,50,0,1,
06/23/2021,-1,1,20696,41061,2032703,4,0,0,0,820,7107050,15,2,0,0,15,50,0,1,
06/24/2021,2,3,20700,38301,2071004,4,0,0,0,820,7129862,16,2,0,0,15,50,0,1,
06/25/2021,-1,2,20702,35730,2106734,4,0,0,0,820,7151853,21,2,0,0,15,50,0,1,
06/26/2021,2,4,20705,33734,2140468,4,0,0,0,820,7173448,23,2,0,0,15,50,0,1,
06/27/2021,-1,3,20706,17679,2158147,2,0,0,0,820,7194146,26,2,0,0,15,50,0,1,
06/28/2021,-1,2,20708,14727,2172874,2,0,0,0,820,7211763,28,2,0,0,15,50,0,1,
06/29/2021,0,2,20710,39490,2212364,2,0,0,0,820,7232486,21,2,0,0,15,50,0,1,
06/30/2021,0,2,20712,35102,2247466,1,0,0,0,820,7262435,18,2,0,0,15,50,0,1,
07/01/2021,-2,0,20711,38628,2286094,2,0,0,0,820,7291584,16,2,0,0,15,50,0,1,
07/02/2021,3,3,20713,37463,2323557,2,0,0,0,820,7316310,17,2,0,0,15,50,0,1,
07/03/2021,-3,0,20713,36854,2360411,1,0,0,0,820,7340557,16,2,0,0,15,50,0,1,
07/04/2021,1,1,20714,19384,2379795,1,1,0,0,820,7360998,17,2,0,0,15,50,0,1,
07/05/2021,1,2,20716,14443,2394238,2,2,0,0,820,7381688,16,2,0,0,15,50,0,1,
07/06/2021,0,2,20718,41403,2435641,2,2,0,0,820,7403837,16,2,0,0,15,50,0,1,
07/07/2021,-2,0,20718,44194,2479835,3,0,0,0,820,7431335,16,2,0,0,15,50,0,1,
07/08/2021,0,0,20718,24104,2503939,3,0,0,0,820,7458755,15,2,0,0,15,50,0,1,
07/09/2021,1,1,20719,34287,2538226,3,0,0,0,820,7484345,15,2,0,0,15,50,0,1,
07/10/2021,2,3,20722,31914,2570140,3,0,0,0,820,7507610,16,2,0,0,15,50,0,1,
07/11/2021,-3,0,20722,20188,2590328,3,0,0,0,820,7530912,16,2,0,0,15,50,0,1,
07/12/2021,0,0,20722,14792,2605120,3,0,0,0,820,7550151,17,2,0,0,15,50,0,1,
07/13/2021,3,3,20725,40041,2645161,2,0,0,0,820,7575232,16,2,0,0,15,50,0,1,
07/14/2021,-1,2,20727,32415,2677576,1,0,0,0,820,7606658,15,2,0,0,15,50,0,1,
07/15/2021,8,10,20737,35575,2713151,0,0,0,0,820,7633719,15,2,0,0,15,50,0,1,
07/16/2021,0,10,20747,37590,2750741,0,0,0,0,820,7666848,15,5,1,1,0,0,1,1,
07/17/2021,10,20,20767,39228,2789969,0,0,0,0,820,7714545,16,5,1,1,0,0,1,1,
07/18/2021,-2,18,20785,24857,2814826,0,0,0,0,820,7767737,16,5,1,1,0,0,1,1,
07/19/2021,-4,14,20798,16744,2831570,1,0,0,0,820,7822576,17,5,1,1,0,0,1,1,
07/20/2021,1,15,20814,45529,2877099,3,0,0,0,820,7872030,17,5,1,1,0,0,1,1,
07/21/2021,8,23,20837,37251,2914350,5,0,0,0,820,7931385,16,5,1,1,0,0,1,1,
07/22/2021,5,28,20865,46459,2960809,5,1,0,0,820,7975059,15,5,1,1,0,0,1,1,
07/23/2021,-14,14,20879,47503,3008312,7,2,0,0,820,8018601,16,5,1,1,0,0,1,1,
07/24/2021,-2,12,20891,44179,3052491,8,3,1,0,820,8058447,17,5,1,1,0,0,1,1,
07/25/2021,0,12,20902,28442,3080933,7,2,1,0,820,8090832,18,5,1,1,0,0,1,1,
07/26/2021,0,12,20914,21528,3102461,5,2,1,0,820,8116236,17,5,1,1,0,0,1,1,
07/27/2021,-2,10,20924,48341,3150802,7,2,1,0,820,8140576,16,5,1,1,0,0,1,1,
07/28/2021,-2,8,20932,43123,3193925,7,2,1,0,820,8176438,17,3,0,0,10,10,1,1,
07/29/2021,-1,7,20939,43603,3237528,7,2,1,0,820,8218447,18,3,0,0,10,10,1,1,
07/30/2021,-4,3,20942,45938,3283466,6,2,1,0,820,8261989,19,3,0,0,10,10,1,1,
07/31/2021,-1,2,20944,45280,3328746,7,2,1,0,820,8294749,17,3,0,0,10,10,1,1,
08/01/2021,2,4,20948,28288,3357034,8,3,1,0,820,8320528,17,3,0,0,10,10,1,1,
08/02/2021,-2,2,20950,19507,3376541,8,3,1,0,820,8341945,16,3,0,0,10,10,1,1,
08/03/2021,3,5,20955,45236,3421777,10,2,1,0,820,8364162,18,3,0,0,10,10,1,1,
08/04/2021,-5,0,20955,41767,3463544,9,2,1,0,820,8394279,18,3,0,0,10,10,1,0,
08/05/2021,6,6,20962,45939,3509483,7,2,2,0,820,8421558,20,3,0,0,10,10,1,0,
08/06/2021,0,6,20968,48738,3558221,6,2,2,0,820,8451189,18,5,1,1,0,1,1,0,
08/07/2021,23,29,20997,50115,3608336,7,2,2,0,820,8494807,15,5,1,1,0,1,1,0,
08/08/2021,-16,13,21010,32443,3640779,6,1,1,0,820,8532986,16,5,1,1,0,1,1,0,
08/09/2021,-2,11,21021,25225,3666004,5,0,0,0,820,8571973,16,5,1,1,0,1,1,0,
08/10/2021,9,20,21041,57536,3723540,2,0,0,0,820,8606865,17,5,1,1,0,1,1,0,
08/11/2021,0,20,21056,55469,3779009,1,0,0,0,820,8648436,20,5,1,1,0,1,1,0,
08/12/2021,3,23,21083,61606,3840615,2,0,0,0,820,8693844,23,5,1,1,0,1,1,0,
08/13/2021,-8,15,21098,64266,3904881,2,1,0,0,820,8734581,21,5,1,1,0,1,1,0,
08/14/2021,6,21,21119,65193,3970074,3,1,0,0,820,8768256,17,5,1,1,0,1,1,0,
08/15/2021,4,25,21144,42848,4012922,4,1,0,0,820,8800542,18,5,1,1,0,1,1,0,
08/16/2021,-3,22,21166,-30981,3981941,6,1,0,0,820,8830528,17,5,1,1,0,1,1,0,
08/17/2021,3,25,21191,79810,4061751,12,2,0,0,820,8862047,15,5,1,1,0,1,1,0,
08/18/2021,-1,24,21214,63740,4125491,12,2,0,0,820,8901879,14,5,1,1,0,1,1,0,
08/19/2021,33,57,21271,68734,4194225,16,3,0,0,820,8951486,16,5,1,1,0,1,1,0,
08/20/2021,0,57,21328,70648,4264873,15,6,1,0,820,8999759,14,5,1,1,0,1,1,0,
08/21/2021,4,61,21389,70698,4335571,18,8,2,0,820,9045429,14,5,1,1,0,1,1,0,
08/22/2021,5,66,21455,49457,4385028,27,12,5,0,820,9089576,16,5,1,1,0,1,1,0,
08/23/2021,5,71,21526,35134,4420162,29,9,5,0,820,9136022,14,5,1,1,0,1,1,0,
08/24/2021,-20,51,21573,67982,4488144,34,9,7,0,820,9184446,15,5,1,1,0,1,1,0,
08/25/2021,-6,45,21614,74099,4562243,36,11,7,0,820,9237767,15,5,1,1,0,1,1,0,
08/26/2021,35,80,21693,79319,4641562,36,11,7,0,820,9294015,15,5,1,1,0,1,1,0,
08/27/2021,-1,79,21771,50982,4692544,37,14,9,0,820,9344550,16,5,1,1,0,1,1,0,
08/28/2021,-15,64,21834,73938,4766482,42,13,8,0,820,9399883,14,5,1,1,0,1,1,0,
08/29/2021,29,93,21926,85806,4852288,44,13,9,0,820,9450913,15,5,1,1,0,1,1,0,
08/30/2021,-20,73,21996,40498,4892786,49,15,11,0,820,9492308,14,5,1,1,0,1,1,0,
08/31/2021,3,76,22071,41690,4934476,50,16,15,0,820,9543156,14,5,1,1,0,1,1,0,
09/01/2021,44,120,22187,105018,5039494,58,21,15,2,822,9599207,14,5,1,1,0,1,1,0,
09/02/2021,56,176,22361,81683,5121177,61,20,13,0,822,9647579,16,5,1,1,0,1,1,0,
09/03/2021,33,209,22570,78632,5199809,64,16,11,1,823,9696151,13,5,1,1,0,1,1,0,
09/04/2021,-19,190,22759,79351,5279160,76,23,14,0,823,9745699,14,5,1,1,0,1,1,0,
09/05/2021,-7,183,22942,51561,5330721,89,24,13,0,823,9794186,15,5,1,1,0,1,1,0,
09/06/2021,63,246,23187,35857,5366578,92,26,14,0,823,9836444,15,5,1,1,0,1,1,0,
09/07/2021,0,246,23429,73560,5440138,110,30,14,0,823,9880302,17,5,1,1,0,1,1,0,
09/08/2021,-25,221,23641,83049,5523187,120,33,15,0,823,9922731,17,5,1,1,0,1,1,0,
09/09/2021,104,325,23964,85605,5608792,111,32,19,0,823,9976973,17,5,1,1,0,1,1,0,
09/10/2021,9,334,24297,86898,5695690,127,33,21,1,824,10019971,16,5,1,1,0,1,1,0,
09/11/2021,116,450,24744,80945,5776635,143,34,26,0,824,10062736,14,5,1,1,0,1,1,0,
09/12/2021,-58,392,25128,59682,5836317,147,34,26,0,824,10110799,15,5,1,1,0,1,1,0,
09/13/2021,81,473,25591,44758,5881075,157,38,26,0,824,10159836,14,5,1,1,0,1,1,0,
09/14/2021,-28,445,26029,71013,5952088,158,45,23,2,826,10202530,12,5,1,1,0,1,1,0,
09/15/2021,-22,423,26439,76998,6029086,173,44,23,2,828,10257179,13,5,1,1,0,1,1,0,
09/16/2021,91,514,26942,101575,6130661,182,51,29,0,828,10319140,12,5,1,1,0,1,1,0,
09/17/2021,-3,511,27439,87003,6217664,208,49,32,1,829,10374616,12,5,1,1,0,1,1,0,
09/18/2021,24,535,27968,90612,6308276,207,56,40,1,830,10436238,13,4,1,1,0,5,1,0,
09/19/2021,-28,507,28456,70309,6378585,204,55,38,1,831,10494857,13,4,1,1,0,5,1,0,
09/20/2021,60,567,29008,54587,6433172,209,59,40,1,832,10545772,13,4,1,1,0,5,1,0,
09/21/2021,36,603,29596,88400,6521572,241,60,39,1,833,10594601,14,4,1,1,0,5,1,0,
09/22/2021,25,628,30216,92524,6614096,257,58,37,3,836,10655430,13,4,1,1,0,5,1,0,
09/23/2021,138,766,30961,96298,6710394,257,60,41,4,840,10717838,13,4,1,1,0,5,1,0,
09/24/2021,-33,733,31679,101878,6812272,297,66,41,1,841,10774358,15,4,1,1,0,5,1,0,
09/25/2021,114,847,32515,60730,6873002,321,65,45,1,842,10833700,14,4,1,1,0,5,1,0,
09/26/2021,-68,779,33273,59691,6932693,325,73,54,2,844,10880022,12,4,1,1,0,5,1,0,
09/27/2021,-74,705,33967,49514,6982207,363,75,54,1,845,10931274,13,4,1,1,0,5,1,0,
09/28/2021,162,867,34975,91292,7073499,375,81,61,4,849,10980724,12,4,1,1,0,5,1,0,
09/29/2021,83,950,35904,90066,7163565,371,81,55,7,856,11042046,12,4,1,1,0,5,1,0,
09/30/2021,488,1438,37333,84711,7248276,398,83,57,5,861,11107543,12,4,1,1,0,5,1,0,
10/01/2021,-295,1143,38464,94259,7342535,395,87,59,3,864,11170426,11,4,1,1,0,5,1,0,
10/02/2021,345,1488,39749,91450,7433985,429,97,54,2,866,11241650,11,4,1,1,0,5,1,0,
10/03/2021,-268,1220,41128,72198,7506183,476,98,57,3,869,11312925,12,4,1,1,0,5,1,0,
10/04/2021,157,1377,42494,50017,7556200,498,96,59,4,873,11380714,10,4,1,1,0,5,1,0,
10/05/2021,386,1763,44251,96337,7652537,517,101,66,4,877,11442903,11,4,1,1,0,5,1,0,
10/06/2021,-343,1420,45664,95600,7748137,525,94,53,11,888,11514354,10,4,1,1,0,5,1,0,
10/07/2021,218,1638,47266,96248,7844385,564,115,74,2,890,11591592,9,4,1,1,0,5,1,0,
10/08/2021,200,1838,49089,95301,7939686,620,114,76,5,895,11669146,9,4,1,1,0,5,1,0,
10/09/2021,127,1965,51012,97753,8037439,578,117,83,5,900,11742589,9,4,1,1,0,5,1,0,
10/10/2021,-75,1890,52884,80974,8118413,609,126,88,5,905,11816694,10,4,1,1,0,5,1,0,
10/11/2021,-278,1612,54470,57486,8175899,677,133,94,8,913,11889832,7,4,1,1,0,5,1,0,
10/12/2021,-146,1466,55898,91042,8266941,675,144,100,8,921,11958341,7,4,1,1,0,5,1,0,
10/13/2021,106,1572,57467,97303,8364244,705,146,92,13,934,12037541,8,4,1,1,0,5,1,0,
10/14/2021,725,2297,59710,97617,8461861,706,147,100,11,945,12120303,9,4,1,1,0,5,1,0,
10/15/2021,-118,2179,61869,99326,8561187,695,157,101,6,951,12194245,11,4,1,1,0,5,1,0,
10/16/2021,-186,1993,63836,99193,8660380,798,163,106,6,957,12273459,12,4,1,1,0,5,1,0,
10/17/2021,-155,1838,65605,77225,8737605,777,151,94,6,963,12346960,11,4,1,1,0,5,1,0,
10/18/2021,65,1903,67457,55839,8793444,851,155,103,7,970,12416785,8,4,1,1,0,5,1,0,
10/19/2021,-154,1749,69179,100294,8893738,784,149,100,11,981,12485487,9,4,1,1,0,5,1,0,
10/20/2021,93,1842,70998,101590,8995328,786,147,97,12,993,12564415,11,4,1,1,0,5,1,0,
10/21/2021,393,2235,73151,98577,9093905,779,141,96,12,1005,12643959,12,3,1,1,0,5,1,0,
10/22/2021,-75,2160,75165,102026,9195931,784,145,94,16,1021,12720995,11,3,1,0,10,15,1,0,
10/23/2021,-410,1750,76886,99558,9295489,770,144,90,9,1030,12793853,10,3,1,0,10,15,1,0,
10/24/2021,185,1935,78763,77425,9372914,787,146,93,11,1041,12863477,11,3,1,0,10,15,1,0,
10/25/2021,-474,1461,80152,48097,9421011,802,152,92,7,1048,12920382,11,3,1,0,10,15,1,0,
10/26/2021,49,1510,81651,87536,9508547,817,147,88,4,1052,12976061,10,3,1,0,10,15,1,0,
10/27/2021,24,1534,83098,77871,9586418,748,138,87,13,1065,13059271,10,3,1,0,10,15,1,0,
10/28/2021,389,1923,84942,70773,9657191,746,137,85,25,1090,13141919,9,3,1,0,10,15,1,0,
10/29/2021,-267,1656,86563,71641,9728832,738,130,85,10,1100,13212099,8,1,0,0,10,500,0,0,
10/30/2021,-301,1355,87894,69817,9798649,747,135,83,11,1111,13280583,8,1,0,0,10,500,0,0,
10/31/2021,-319,1036,88824,51873,9850522,702,128,80,11,1122,13337351,9,1,0,0,10,500,0,0,
11/01/2021,435,1471,90261,26810,9877332,699,136,86,3,1125,13383416,8,1,0,0,10,500,0,0,
11/02/2021,-482,989,91217,59072,9936404,667,127,76,9,1134,13431418,9,1,0,0,10,500,0,0,
11/03/2021,-48,941,92126,17019,9953423,657,117,69,8,1142,13494696,11,1,0,0,10,500,0,0,
11/04/2021,306,1247,93339,59105,10012528,660,114,78,9,1151,13544876,11,1,0,0,10,500,0,0,
11/05/2021,96,1343,94669,57042,10069570,634,109,73,10,1161,13611031,9,1,0,0,10,500,0,0,
11/06/2021,-75,1268,95917,54514,10124084,651,106,70,7,1168,13676441,8,1,0,0,10,500,0,0,
11/07/2021,-95,1173,97043,32054,10156138,568,96,63,9,1177,13733090,7,1,0,0,10,500,0,0,
11/08/2021,-47,1126,98130,15633,10171771,556,91,54,5,1182,13777569,8,1,0,0,10,500,0,0,
11/09/2021,-57,1069,99183,41981,10213752,579,90,55,10,1192,13825363,8,1,0,0,10,500,0,0,
11/10/2021,-66,1003,100162,38478,10252230,471,84,46,14,1206,13896964,8,1,0,0,10,500,0,0,
11/11/2021,310,1313,101451,37205,10289435,457,79,48,3,1209,13964069,8,1,0,0,10,500,0,0,
11/12/2021,-198,1115,102552,37355,10326790,426,82,50,9,1218,14031994,11,1,0,0,10,500,0,0,
11/13/2021,106,1221,103760,38375,10365165,405,77,51,4,1222,14092812,8,1,0,0,10,500,0,0,
11/14/2021,-316,905,104646,21153,10386318,394,75,46,4,1226,14157030,11,1,0,0,10,500,0,0,
11/15/2021,-45,860,105484,9651,10395969,378,78,48,5,1231,14205134,9,1,0,0,10,500,0,0,
11/16/2021,-63,797,106262,29818,10425787,394,72,44,8,1239,14258661,6,1,0,0,10,500,0,0,
11/17/2021,199,996,107245,27046,10452833,357,58,35,9,1248,14330671,4,1,0,0,10,500,0,0,
11/18/2021,11,1007,108231,25620,10478453,337,63,34,12,1260,14402941,5,1,0,0,10,500,0,0,
11/19/2021,266,1273,109495,25292,10503745,330,57,30,8,1268,14475961,6,0,0,0,500,1000,0,0,
11/20/2021,-107,1166,110662,20105,10523850,312,55,24,5,1273,14540011,6,0,0,0,500,1000,0,0,
11/21/2021,109,1275,111926,16187,10540037,317,56,25,4,1277,14601661,6,0,0,0,500,1000,0,0,
11/22/2021,-246,1029,112942,2641,10542678,316,44,23,3,1280,14651479,6,0,0,0,500,1000,0,0,
11/23/2021,-202,827,113755,32282,10574960,303,44,23,18,1298,14699906,8,0,0,0,500,1000,0,0,
11/24/2021,369,1196,114943,17690,10592650,284,52,29,3,1301,14772660,6,0,0,0,500,1000,0,0,
11/25/2021,58,1254,116189,19515,10612165,310,48,31,5,1306,14848008,7,0,0,0,500,1000,0,0,
11/26/2021,108,1362,117544,20478,10632643,308,46,26,7,1313,14921427,9,0,0,0,500,1000,0,0,
11/27/2021,-110,1252,118777,20295,10652938,299,42,22,5,1318,14978719,9,0,0,0,500,1000,0,0,
11/28/2021,-191,1061,119815,8177,10661115,283,44,20,4,1322,15031649,12,0,0,0,500,1000,0,0,
11/29/2021,-54,1007,120814,3486,10664601,300,45,17,3,1325,15080046,10,0,0,0,500,1000,0,0,
11/30/2021,-89,918,121727,16552,10681153,305,41,19,6,1331,15125704,10,0,0,0,500,1000,0,0,
12/01/2021,261,1179,122890,13946,10695099,299,43,18,5,1336,15199956,11,0,0,0,500,1000,0,0,
12/02/2021,240,1419,124299,14820,10709919,288,41,20,10,1346,15270299,7,0,0,0,500,1000,0,0,
12/03/2021,-230,1189,125474,15365,10725284,289,43,22,11,1357,15333513,4,0,0,0,500,1000,0,0,
12/04/2021,176,1365,126823,15518,10740802,288,44,20,8,1365,15401058,3,0,0,0,500,1000,0,0,
12/05/2021,-385,980,127789,7151,10747953,299,40,16,7,1372,15466507,2,0,0,0,500,1000,0,0,
12/06/2021,93,1073,128849,3106,10751059,310,45,19,6,1378,15522844,3,0,0,0,500,1000,0,0,
12/07/2021,112,1185,130029,13204,10764263,297,47,25,7,1385,15575101,6,0,0,0,500,1000,0,0,
12/08/2021,127,1312,131325,12100,10776363,303,51,27,5,1390,15654591,6,0,0,0,500,1000,0,0,
12/09/2021,-80,1232,132542,13303,10789666,315,52,27,9,1399,15725769,5,0,0,0,500,1000,0,0,
12/10/2021,-26,1206,133734,13587,10803253,313,61,25,2,1401,15792553,5,0,0,0,500,1000,0,0,
12/11/2021,-13,1193,134911,14233,10817486,323,68,29,13,1414,15875448,6,0,0,0,500,1000,0,0,
12/12/2021,-124,1069,135959,6792,10824278,310,74,37,2,1416,15942760,3,0,0,0,500,1000,0,0,
